Draft Class,Card Name,Rarity,Type,Card Class,Average,P(1 or more),P(2 or more),P(3 or more)
Rogue,Razorpetal Lasher,common,Minion,rogue,0.76372,0.53961,0.17709,0.03974
Rogue,Crazed Chemist,common,Minion,rogue,0.74876,0.53237,0.17115,0.03804
Rogue,Blink Fox,common,Minion,rogue,0.74656,0.52988,0.17191,0.03744
Rogue,Lab Recruiter,common,Minion,rogue,0.74555,0.53162,0.1699,0.03716
Rogue,Blightnozzle Crawler,rare,Minion,rogue,0.70498,0.52099,0.15226,0.02794
Rogue,Elven Minstrel,rare,Minion,rogue,0.70256,0.51975,0.15189,0.02727
Rogue,Deranged Doctor,common,Minion,neutral,0.64171,0.47774,0.13388,0.02564
Rogue,Envenom Weapon,rare,Spell,rogue,0.6416,0.48517,0.13129,0.02204
Rogue,Rotten Applebaum,common,Minion,neutral,0.63858,0.47734,0.13233,0.02472
Rogue,Ravencaller,common,Minion,neutral,0.63838,0.47651,0.13273,0.02508
Rogue,Tanglefur Mystic,common,Minion,neutral,0.63713,0.47734,0.1315,0.025
Rogue,Walnut Sprite,common,Minion,neutral,0.63611,0.47589,0.13155,0.02488
Rogue,Defias Ringleader,common,Minion,rogue,0.63557,0.47483,0.13254,0.02451
Rogue,Violet Wurm,common,Minion,neutral,0.61027,0.46171,0.12295,0.02228
Rogue,Plague Scientist,common,Minion,rogue,0.60303,0.45653,0.12079,0.02214
Rogue,Electrowright,common,Minion,neutral,0.57909,0.44322,0.11312,0.01968
Rogue,Mecharoo,common,Minion,neutral,0.57869,0.44328,0.11307,0.01938
Rogue,Wargear,common,Minion,neutral,0.57779,0.44006,0.11521,0.0199
Rogue,Piloted Reaper,common,Minion,neutral,0.57687,0.44316,0.1122,0.01884
Rogue,Spring Rocket,common,Minion,neutral,0.57557,0.44148,0.11204,0.01926
Rogue,Toxicologist,common,Minion,neutral,0.57301,0.43776,0.11362,0.01902
Rogue,Pumpkin Peasant,common,Minion,neutral,0.5642,0.43524,0.10878,0.0179
Rogue,Swift Messenger,common,Minion,neutral,0.555,0.43095,0.10507,0.01687
Rogue,Bone Drake,rare,Minion,neutral,0.55182,0.43352,0.10268,0.01415
Rogue,Shroom Brewer,common,Minion,neutral,0.54592,0.42522,0.10192,0.01639
Rogue,Dragonslayer,common,Minion,neutral,0.54531,0.4229,0.10313,0.01699
Rogue,Phantom Militia,rare,Minion,neutral,0.53137,0.42306,0.09438,0.01265
Rogue,Witchwood Grizzly,rare,Minion,neutral,0.52857,0.42111,0.09331,0.01274
Rogue,Tuskarr Fisherman,common,Minion,neutral,0.5129,0.40473,0.0921,0.01418
Rogue,Stubborn Gastropod,common,Minion,neutral,0.51157,0.4031,0.09286,0.0138
Rogue,Assassin's Blade,basic,Weapon,rogue,0.50995,0.40111,0.09165,0.01533
Rogue,Cursed Disciple,common,Minion,neutral,0.50974,0.40395,0.09079,0.01352
Rogue,Plated Beetle,common,Minion,neutral,0.50876,0.40078,0.09194,0.01413
Rogue,Cloakscale Chemist,common,Minion,neutral,0.50824,0.4023,0.08973,0.01442
Rogue,Fungalmancer,common,Minion,neutral,0.5076,0.40003,0.09172,0.0141
Rogue,Eggnapper,common,Minion,neutral,0.50728,0.40154,0.09067,0.01348
Rogue,Skaterbot,common,Minion,neutral,0.50681,0.40062,0.09062,0.01381
Rogue,Steel Rager,common,Minion,neutral,0.50662,0.39956,0.09124,0.01426
Rogue,Upgradeable Framebot,common,Minion,neutral,0.50643,0.40074,0.08994,0.01403
Rogue,Coppertail Imposter,common,Minion,neutral,0.50436,0.39837,0.09004,0.014
Rogue,Kaboom Bot,common,Minion,neutral,0.50342,0.39898,0.08935,0.01365
Rogue,Missile Launcher,rare,Minion,neutral,0.49559,0.39966,0.08426,0.01069
Rogue,Grim Necromancer,common,Minion,neutral,0.4913,0.39071,0.08608,0.01312
Rogue,Furious Ettin,common,Minion,neutral,0.49073,0.38953,0.08735,0.01243
Rogue,Arcane Dynamo,rare,Minion,neutral,0.49012,0.39626,0.08256,0.01048
Rogue,Blackwald Pixie,common,Minion,neutral,0.48711,0.38923,0.08468,0.01172
Rogue,Giggling Inventor,rare,Minion,neutral,0.48069,0.39031,0.0791,0.01041
Rogue,Giant Wasp,common,Minion,neutral,0.46754,0.37609,0.07911,0.01107
Rogue,Gilnean Royal Guard,rare,Minion,neutral,0.46507,0.38128,0.07404,0.00896
Rogue,Lone Champion,rare,Minion,neutral,0.45583,0.37445,0.0717,0.00899
Rogue,Cobalt Scalebane,common,Minion,neutral,0.45069,0.3651,0.07421,0.01031
Rogue,Bonemare,common,Minion,neutral,0.4506,0.3655,0.07403,0.01013
Rogue,Stoneskin Basilisk,common,Minion,neutral,0.44542,0.36081,0.074,0.00972
Rogue,Sprint,basic,Spell,rogue,0.44264,0.35937,0.07281,0.00945
Rogue,Fire Plume Phoenix,common,Minion,neutral,0.4416,0.35945,0.07088,0.01025
Rogue,Sudden Betrayal,common,Spell,rogue,0.42315,0.34766,0.06625,0.00826
Rogue,Razorpetal Volley,common,Spell,rogue,0.4212,0.34599,0.06533,0.00904
Rogue,Shadowstep,common,Spell,rogue,0.42062,0.34573,0.06576,0.00828
Rogue,Cheat Death,common,Spell,rogue,0.41869,0.3439,0.06533,0.0085
Rogue,Hyldnir Frostrider,common,Minion,neutral,0.41786,0.34405,0.06456,0.00828
Rogue,Vanish,basic,Spell,rogue,0.41717,0.34331,0.0647,0.00823
Rogue,Deathspeaker,common,Minion,neutral,0.41506,0.3406,0.06515,0.00849
Rogue,Fire Fly,common,Minion,neutral,0.41299,0.34103,0.06359,0.00754
Rogue,Nesting Roc,common,Minion,neutral,0.4125,0.34103,0.06272,0.00795
Rogue,Green Jelly,common,Minion,neutral,0.41223,0.33985,0.06351,0.0081
Rogue,Tar Creeper,common,Minion,neutral,0.41128,0.33883,0.06379,0.00794
Rogue,Glacial Shard,common,Minion,neutral,0.40869,0.33879,0.06165,0.00755
Rogue,Eviscerate,common,Spell,rogue,0.4019,0.33328,0.06035,0.00745
Rogue,Worgen Abomination,epic,Minion,neutral,0.39535,0.33334,0.05596,0.00579
Rogue,Sap,basic,Spell,rogue,0.39377,0.32681,0.05895,0.00721
Rogue,Kidnapper,epic,Minion,rogue,0.39253,0.33209,0.05534,0.00482
Rogue,Stonehill Defender,rare,Minion,neutral,0.38598,0.32733,0.05302,0.00531
Rogue,Bittertide Hydra,epic,Minion,neutral,0.38025,0.3226,0.05224,0.00513
Rogue,Spiteful Summoner,epic,Minion,neutral,0.37602,0.32058,0.05025,0.00482
Rogue,Igneous Elemental,common,Minion,neutral,0.37073,0.31304,0.05163,0.00563
Rogue,Nightmare Amalgam,epic,Minion,neutral,0.3695,0.31538,0.04955,0.00429
Rogue,Mossy Horror,epic,Minion,neutral,0.3668,0.31372,0.04849,0.00432
Rogue,Sunborne Val'kyr,common,Minion,neutral,0.35366,0.30041,0.0481,0.00468
Rogue,Saronite Chain Gang,rare,Minion,neutral,0.3522,0.30261,0.04514,0.00412
Rogue,Lesser Onyx Spellstone,rare,Spell,rogue,0.34514,0.29367,0.04648,0.00457
Rogue,Corrosive Sludge,common,Minion,neutral,0.34029,0.28984,0.04549,0.00458
Rogue,Weaponized Pinata,epic,Minion,neutral,0.33521,0.28998,0.04142,0.00358
Rogue,Sated Threshadon,common,Minion,neutral,0.33439,0.28465,0.04467,0.00472
Rogue,Fallen Sun Cleric,common,Minion,neutral,0.32989,0.28283,0.04257,0.00416
Rogue,Necrotic Geist,common,Minion,neutral,0.32725,0.27991,0.04237,0.00455
Rogue,Fungal Enchanter,common,Minion,neutral,0.31902,0.27364,0.04076,0.00421
Rogue,Rockpool Hunter,common,Minion,neutral,0.31391,0.26973,0.03976,0.00412
Rogue,Scarlet Crusader,common,Minion,neutral,0.31293,0.27074,0.03822,0.00371
Rogue,Dire Wolf Alpha,common,Minion,neutral,0.3114,0.26869,0.03893,0.00355
Rogue,Replicating Menace,rare,Minion,neutral,0.31033,0.27038,0.03674,0.00307
Rogue,Faerie Dragon,common,Minion,neutral,0.30036,0.26023,0.03649,0.00333
Rogue,Hoarding Dragon,common,Minion,neutral,0.29153,0.2536,0.03477,0.00293
Rogue,Primordial Drake,epic,Minion,neutral,0.28655,0.2534,0.03066,0.00242
Rogue,Swamp Leech,common,Minion,neutral,0.28026,0.24522,0.03184,0.00296
Rogue,Marsh Drake,common,Minion,neutral,0.27984,0.24454,0.03221,0.00285
Rogue,Vicious Scalehide,common,Minion,neutral,0.27524,0.2419,0.03057,0.00262
Rogue,Acidic Swamp Ooze,basic,Minion,neutral,0.27306,0.24076,0.02981,0.00235
Rogue,Corridor Creeper,epic,Minion,neutral,0.26661,0.23678,0.02758,0.00213
Rogue,Amani Berserker,common,Minion,neutral,0.2605,0.23043,0.02784,0.00212
Rogue,Bloodsail Raider,common,Minion,neutral,0.25918,0.22935,0.02778,0.00199
Rogue,Bull Dozer,common,Minion,neutral,0.25563,0.22566,0.02765,0.00217
Rogue,Hench-Clan Thug,common,Minion,neutral,0.25488,0.22537,0.0272,0.00223
Rogue,Microtech Controller,common,Minion,neutral,0.25342,0.22468,0.02679,0.0018
Rogue,Stormwind Champion,basic,Minion,neutral,0.25285,0.22412,0.02657,0.00205
Rogue,Bronze Gatekeeper,common,Minion,neutral,0.25239,0.22437,0.02579,0.00215
Rogue,Explodinator,common,Minion,neutral,0.25215,0.22355,0.02615,0.00227
Rogue,Rusty Recycler,common,Minion,neutral,0.25062,0.22328,0.0255,0.00172
Rogue,Damaged Stegotron,common,Minion,neutral,0.24989,0.22225,0.02554,0.00195
Rogue,Brainstormer,common,Minion,neutral,0.24987,0.22191,0.02573,0.00214
Rogue,SI:7 Agent,rare,Minion,rogue,0.24627,0.22081,0.02382,0.00157
Rogue,Chillwind Yeti,basic,Minion,neutral,0.24319,0.21685,0.02445,0.00181
Rogue,Muck Hunter,epic,Minion,neutral,0.24152,0.21693,0.02315,0.0014
Rogue,Earthen Ring Farseer,common,Minion,neutral,0.23938,0.2141,0.02357,0.00166
Rogue,Mad Bomber,common,Minion,neutral,0.23897,0.21376,0.02337,0.00178
Rogue,Charged Devilsaur,epic,Minion,neutral,0.23655,0.21354,0.02149,0.00144
Rogue,Volatile Elemental,common,Minion,neutral,0.23351,0.20936,0.02255,0.00152
Rogue,Ravasaur Runt,common,Minion,neutral,0.23252,0.20852,0.02234,0.00159
Rogue,Vryghoul,common,Minion,neutral,0.23202,0.20763,0.02268,0.00164
Rogue,Twilight Drake,rare,Minion,neutral,0.23139,0.2094,0.02074,0.00121
Rogue,Mistwraith,rare,Minion,rogue,0.23051,0.20645,0.02238,0.00162
Rogue,Tainted Zealot,common,Minion,neutral,0.22955,0.20607,0.02195,0.00141
Rogue,Mind Control Tech,rare,Minion,neutral,0.22478,0.20376,0.01996,0.00103
Rogue,Augmented Elekk,epic,Minion,neutral,0.21736,0.19735,0.01875,0.0012
Rogue,E.M.P. Operative,epic,Minion,neutral,0.21724,0.19781,0.01845,0.00094
Rogue,Loose Specimen,epic,Minion,neutral,0.21588,0.19628,0.01829,0.00124
Rogue,Sunwalker,rare,Minion,neutral,0.21549,0.19641,0.01814,0.00093
Rogue,Dark Iron Dwarf,common,Minion,neutral,0.21355,0.1933,0.01881,0.00138
Rogue,Spellbreaker,common,Minion,neutral,0.21112,0.19124,0.01857,0.00125
Rogue,Silvermoon Guardian,common,Minion,neutral,0.20215,0.18373,0.0176,0.0008
Rogue,Youthful Brewmaster,common,Minion,neutral,0.20082,0.18265,0.01712,0.001
Rogue,Felsoul Inquisitor,common,Minion,neutral,0.20068,0.1819,0.01763,0.00111
Rogue,Sleepy Dragon,common,Minion,neutral,0.20036,0.18209,0.01723,0.00098
Rogue,Spellshifter,common,Minion,neutral,0.20014,0.18191,0.01707,0.00109
Rogue,Wild Pyromancer,rare,Minion,neutral,0.19999,0.18345,0.01565,0.00087
Rogue,Stormwatcher,common,Minion,neutral,0.19805,0.18019,0.01687,0.00094
Rogue,Kobold Apprentice,common,Minion,neutral,0.1966,0.17866,0.01678,0.00114
Rogue,Acolyte of Pain,common,Minion,neutral,0.194,0.17682,0.01611,0.00101
Rogue,Giant Mastodon,common,Minion,neutral,0.19185,0.17489,0.01602,0.0009
Rogue,Boisterous Bard,common,Minion,neutral,0.19133,0.17429,0.01585,0.00116
Rogue,Venomancer,common,Minion,neutral,0.19103,0.1744,0.01559,0.001
Rogue,Toothy Chest,common,Minion,neutral,0.19097,0.1745,0.01558,0.00086
Rogue,Pterrordax Hatchling,common,Minion,neutral,0.18942,0.17323,0.01514,0.00098
Rogue,Fal'dorei Strider,epic,Minion,rogue,0.18884,0.17414,0.014,0.00066
Rogue,Raging Worgen,common,Minion,neutral,0.18692,0.17178,0.01439,0.00074
Rogue,Vilespine Slayer,epic,Minion,rogue,0.18647,0.17124,0.01455,0.00066
Rogue,Argent Commander,rare,Minion,neutral,0.18255,0.1686,0.01331,0.00061
Rogue,Leeching Poison,common,Spell,rogue,0.17774,0.16317,0.01366,0.00083
Rogue,Cursed Castaway,rare,Minion,rogue,0.1759,0.16198,0.01311,0.00078
Rogue,Sinister Strike,basic,Spell,rogue,0.17589,0.16213,0.01308,0.00065
Rogue,Blood Knight,epic,Minion,neutral,0.17539,0.16272,0.01218,0.00048
Rogue,Trogg Gloomeater,common,Minion,neutral,0.174,0.16008,0.01316,0.00074
Rogue,Thunder Lizard,common,Minion,neutral,0.17393,0.16019,0.01305,0.00066
Rogue,Sewer Crawler,common,Minion,neutral,0.1739,0.15962,0.01355,0.00069
Rogue,Mimic Pod,rare,Spell,rogue,0.17297,0.1594,0.01282,0.00071
Rogue,Emerald Reaver,common,Minion,neutral,0.17253,0.15887,0.01304,0.00059
Rogue,Stegodon,common,Minion,neutral,0.1707,0.15769,0.01224,0.00072
Rogue,Bloodfen Raptor,basic,Minion,neutral,0.16997,0.15672,0.01255,0.00067
Rogue,Silver Hand Knight,common,Minion,neutral,0.16977,0.15669,0.01243,0.00063
Rogue,River Crocolisk,basic,Minion,neutral,0.16957,0.15619,0.01263,0.00072
Rogue,Runeforge Haunter,rare,Minion,rogue,0.16898,0.15594,0.01232,0.00067
Rogue,Shattered Sun Cleric,basic,Minion,neutral,0.16868,0.15582,0.0121,0.00073
Rogue,Master of Disguise,rare,Minion,rogue,0.16837,0.15531,0.01238,0.00067
Rogue,Loot Hoarder,common,Minion,neutral,0.16628,0.15356,0.01204,0.00068
Rogue,Spiteful Smith,common,Minion,neutral,0.16487,0.15239,0.0118,0.00066
Rogue,Violet Haze,common,Spell,rogue,0.16208,0.15031,0.01114,0.00063
Rogue,Harvest Golem,common,Minion,neutral,0.1608,0.14888,0.01144,0.00048
Rogue,Acherus Veteran,common,Minion,neutral,0.1597,0.14859,0.01055,0.00051
Rogue,Grave Shambler,common,Minion,neutral,0.15834,0.14717,0.01064,0.00053
Rogue,Chief Inspector,rare,Minion,neutral,0.15657,0.14506,0.01097,0.00052
Rogue,Witchwood Piper,rare,Minion,neutral,0.15569,0.14472,0.01046,0.00051
Rogue,Sea Giant,epic,Minion,neutral,0.15266,0.14308,0.00931,0.00027
Rogue,Guild Recruiter,common,Minion,neutral,0.15167,0.14127,0.00995,0.00044
Rogue,Dire Mole,common,Minion,neutral,0.1514,0.14124,0.00965,0.00048
Rogue,Patient Assassin,epic,Minion,rogue,0.15089,0.14108,0.00944,0.00037
Rogue,Pick Pocket,rare,Spell,rogue,0.15079,0.14065,0.00968,0.00045
Rogue,Boulderfist Ogre,basic,Minion,neutral,0.14903,0.13885,0.00968,0.00048
Rogue,Argent Squire,common,Minion,neutral,0.14689,0.13691,0.00956,0.00042
Rogue,Golakka Crawler,rare,Minion,neutral,0.14679,0.13638,0.00998,0.00042
Rogue,Frost Elemental,common,Minion,neutral,0.14579,0.13618,0.00926,0.00035
Rogue,Sen'jin Shieldmasta,basic,Minion,neutral,0.14314,0.13354,0.00918,0.00041
Rogue,Stranglethorn Tiger,common,Minion,neutral,0.14227,0.13351,0.00834,0.00038
Rogue,Cult Master,common,Minion,neutral,0.14048,0.13182,0.00828,0.00036
Rogue,Sonya Shadowdancer,legendary,Minion,rogue,0.13929,0.13131,0.00776,0.00022
Rogue,Face Collector,legendary,Minion,rogue,0.1381,0.13004,0.00775,0.00028
Rogue,Night Prowler,rare,Minion,neutral,0.1346,0.12661,0.00779,0.0002
Rogue,Ironbeak Owl,common,Minion,neutral,0.1322,0.12432,0.0076,0.00026
Rogue,Volcanosaur,rare,Minion,neutral,0.13066,0.12249,0.00791,0.00026
Rogue,Myra Rotspring,legendary,Minion,rogue,0.12856,0.12135,0.00696,0.00025
Rogue,Obsidian Shard,rare,Weapon,rogue,0.12653,0.11929,0.00694,0.00029
Rogue,Roll the Bones,rare,Spell,rogue,0.12135,0.11438,0.00668,0.00027
Rogue,Frostwolf Warlord,basic,Minion,neutral,0.12125,0.11441,0.00661,0.00023
Rogue,Edwin VanCleef,legendary,Minion,rogue,0.11099,0.10579,0.00508,0.00012
Rogue,Frozen Crusher,rare,Minion,neutral,0.10614,0.10102,0.00496,0.00016
Rogue,Elise the Trailblazer,legendary,Minion,neutral,0.10533,0.10053,0.00474,0.00006
Rogue,Archmage,basic,Minion,neutral,0.10112,0.09614,0.00487,0.00011
Rogue,Blade Flurry,rare,Spell,rogue,0.10072,0.09626,0.0044,0.00006
Rogue,Wolfrider,basic,Minion,neutral,0.10044,0.09563,0.00474,0.00006
Rogue,Fen Creeper,common,Minion,neutral,0.09946,0.09516,0.00419,0.0001
Rogue,Razorfen Hunter,basic,Minion,neutral,0.09929,0.0945,0.00468,0.0001
Rogue,Bluegill Warrior,basic,Minion,neutral,0.09893,0.09416,0.00463,0.00014
Rogue,Jungle Panther,common,Minion,neutral,0.09882,0.09404,0.00466,0.00011
Rogue,Arfus,legendary,Minion,neutral,0.0982,0.09379,0.00431,0.0001
Rogue,Abusive Sergeant,common,Minion,neutral,0.09738,0.09285,0.00438,0.00015
Rogue,Novice Engineer,basic,Minion,neutral,0.09715,0.09274,0.00426,0.00014
Rogue,Gurubashi Berserker,basic,Minion,neutral,0.09706,0.09256,0.00438,0.00011
Rogue,Ironforge Rifleman,basic,Minion,neutral,0.09687,0.0924,0.00436,0.00011
Rogue,Void Ripper,epic,Minion,neutral,0.09683,0.09219,0.00452,0.00012
Rogue,Ancient Brewmaster,common,Minion,neutral,0.09655,0.09217,0.00426,0.00012
Rogue,Ironfur Grizzly,basic,Minion,neutral,0.09634,0.09193,0.00428,0.00013
Rogue,Dragonling Mechanic,basic,Minion,neutral,0.09538,0.09099,0.00422,0.00017
Rogue,Oasis Snapjaw,basic,Minion,neutral,0.09488,0.09054,0.00423,0.00011
Rogue,Reckless Rocketeer,basic,Minion,neutral,0.09399,0.08994,0.00397,0.00007
Rogue,Witch's Cauldron,epic,Minion,neutral,0.09309,0.08895,0.00401,0.00013
Rogue,Academic Espionage,epic,Spell,rogue,0.09297,0.08878,0.00403,0.00016
Rogue,Zilliax,legendary,Minion,neutral,0.09186,0.08813,0.00361,0.00011
Rogue,Venture Co. Mercenary,common,Minion,neutral,0.09144,0.08776,0.00361,0.00007
Rogue,Bloodworm,common,Minion,neutral,0.09112,0.08697,0.00405,0.0001
Rogue,Stormwind Knight,basic,Minion,neutral,0.09025,0.08632,0.00389,0.00004
Rogue,Gnomish Inventor,basic,Minion,neutral,0.08787,0.08429,0.00347,0.00011
Rogue,Corpse Raiser,rare,Minion,neutral,0.08624,0.08264,0.00348,0.00011
Rogue,Dread Corsair,common,Minion,neutral,0.08607,0.08295,0.00304,0.00007
Rogue,Omega Defender,epic,Minion,neutral,0.08522,0.08156,0.00356,0.0001
Rogue,Stormpike Commando,basic,Minion,neutral,0.08505,0.08148,0.00347,0.00008
Rogue,Scaleworm,rare,Minion,neutral,0.08424,0.08104,0.00307,0.00013
Rogue,Ogre Magi,basic,Minion,neutral,0.0841,0.08068,0.00331,0.00011
Rogue,Seaforium Bomber,epic,Minion,neutral,0.08391,0.08043,0.00341,0.00007
Rogue,Shrieking Shroom,rare,Minion,neutral,0.08274,0.07946,0.00317,0.00011
Rogue,Keening Banshee,rare,Minion,neutral,0.08271,0.07921,0.00336,0.00014
Rogue,Kobold Monk,rare,Minion,neutral,0.08246,0.07932,0.00305,0.00009
Rogue,Kobold Geomancer,basic,Minion,neutral,0.08246,0.07914,0.0033,0.00002
Rogue,Flesheating Ghoul,common,Minion,neutral,0.082,0.07898,0.00297,0.00005
Rogue,Doomerang,epic,Spell,rogue,0.08141,0.07841,0.00289,0.00011
Rogue,Cauldron Elemental,common,Minion,neutral,0.08115,0.07796,0.00313,0.00006
Rogue,Unpowered Steambot,common,Minion,neutral,0.08081,0.07784,0.0029,0.00007
Rogue,Swamp Dragon Egg,common,Minion,neutral,0.08077,0.07788,0.00283,0.00006
Rogue,Clockwork Automaton,common,Minion,neutral,0.0806,0.0775,0.00304,0.00006
Rogue,Lost Spirit,common,Minion,neutral,0.08058,0.07748,0.00303,0.00007
Rogue,Darkmire Moonkin,common,Minion,neutral,0.07995,0.07713,0.00278,0.00004
Rogue,Darkscale Healer,basic,Minion,neutral,0.07982,0.07691,0.00281,0.0001
Rogue,Murloc Tidehunter,basic,Minion,neutral,0.07951,0.07652,0.00292,0.00007
Rogue,Wyrmguard,common,Minion,neutral,0.07941,0.0765,0.00282,0.00009
Rogue,Primalfin Lookout,common,Minion,neutral,0.07799,0.0749,0.00306,0.00003
Rogue,Voodoo Doctor,basic,Minion,neutral,0.07726,0.07445,0.00272,0.00009
Rogue,Ultrasaur,common,Minion,neutral,0.07719,0.07442,0.0027,0.00007
Rogue,Sneaky Devil,common,Minion,neutral,0.07711,0.07453,0.00255,0.00003
Rogue,Servant of Kalimos,rare,Minion,neutral,0.0768,0.07411,0.00261,0.00008
Rogue,Wicked Skeleton,common,Minion,neutral,0.07656,0.07377,0.00272,0.00007
Rogue,Shallow Gravedigger,rare,Minion,neutral,0.07648,0.07367,0.00272,0.00009
Rogue,Deadscale Knight,common,Minion,neutral,0.07629,0.07347,0.0027,0.00011
Rogue,Wax Elemental,common,Minion,neutral,0.07601,0.07324,0.0027,0.00006
Rogue,Night Howler,common,Minion,neutral,0.07591,0.07351,0.00234,0.00006
Rogue,Snowflipper Penguin,common,Minion,neutral,0.07576,0.0731,0.0026,0.00006
Rogue,Skelemancer,common,Minion,neutral,0.07553,0.0729,0.00258,0.00005
Rogue,Sabretooth Stalker,common,Minion,neutral,0.07529,0.0725,0.00273,0.00006
Rogue,Wretched Tiller,common,Minion,neutral,0.07495,0.07214,0.00273,0.00007
Rogue,Spellweaver,common,Minion,neutral,0.07465,0.07204,0.00258,0.00003
Rogue,WANTED!,epic,Spell,rogue,0.07458,0.07187,0.00264,0.00007
Rogue,Silver Vanguard,common,Minion,neutral,0.07428,0.07193,0.0023,0.00005
Rogue,Worgen Infiltrator,common,Minion,neutral,0.07385,0.07124,0.00257,0.00004
Rogue,Southsea Deckhand,common,Minion,neutral,0.0737,0.07138,0.00228,0.00004
Rogue,Whirliglider,common,Minion,neutral,0.07281,0.07019,0.00256,0.00006
Rogue,Faithful Lumi,common,Minion,neutral,0.07274,0.07018,0.00247,0.00009
Rogue,Goblin Bomb,common,Minion,neutral,0.07238,0.0702,0.00213,0.00005
Rogue,Knife Juggler,rare,Minion,neutral,0.07235,0.06996,0.00232,0.00007
Rogue,Elven Archer,basic,Minion,neutral,0.07054,0.06818,0.0023,0.00006
Rogue,Preparation,epic,Spell,rogue,0.06919,0.0673,0.00185,0.00004
Rogue,Kobold Illusionist,rare,Minion,rogue,0.06807,0.06569,0.00234,0.00004
Rogue,Carnivorous Cube,epic,Minion,neutral,0.06779,0.06557,0.00212,0.0001
Rogue,Lifedrinker,rare,Minion,neutral,0.06741,0.06547,0.00191,0.00003
Rogue,Hungry Ettin,rare,Minion,neutral,0.06671,0.06468,0.00199,0.00004
Rogue,Splitting Festeroot,epic,Minion,neutral,0.06566,0.0635,0.00212,0.00004
Rogue,Blazecaller,epic,Minion,neutral,0.061,0.05923,0.00173,0.00004
Rogue,Spark Drill,rare,Minion,neutral,0.06082,0.05896,0.00183,0.00003
Rogue,Marin the Fox,legendary,Minion,neutral,0.06074,0.05914,0.00159,0.00001
Rogue,Spark Engine,rare,Minion,neutral,0.05975,0.05799,0.00174,0.00002
Rogue,Galvanizer,rare,Minion,neutral,0.05964,0.0579,0.00173,0.00001
Rogue,Mechanical Whelp,rare,Minion,neutral,0.05956,0.05761,0.00187,0.00008
Rogue,Bright-Eyed Scout,epic,Minion,neutral,0.05827,0.05669,0.00156,0.00002
Rogue,Stampeding Kodo,rare,Minion,neutral,0.05677,0.05529,0.00146,0.00002
Rogue,Violet Teacher,rare,Minion,neutral,0.05649,0.05505,0.00144,0
Rogue,Phantom Freebooter,rare,Minion,neutral,0.0556,0.05417,0.00142,0.00001
Rogue,Corpsetaker,epic,Minion,neutral,0.0526,0.05134,0.00122,0.00004
Rogue,Gruul,legendary,Minion,neutral,0.0522,0.05109,0.0011,0.00001
Rogue,Gentle Megasaur,epic,Minion,neutral,0.05114,0.04985,0.00125,0.00004
Rogue,Mindbreaker,rare,Minion,neutral,0.05021,0.04906,0.00112,0.00003
Rogue,Emperor Cobra,rare,Minion,neutral,0.04866,0.04746,0.00119,0.00001
Rogue,Alexstrasza,legendary,Minion,neutral,0.04819,0.04707,0.00111,0.00001
Rogue,Mad Hatter,rare,Minion,neutral,0.04719,0.04597,0.00122,0
Rogue,Voodoo Doll,epic,Minion,neutral,0.04684,0.04571,0.00112,0.00001
Rogue,Ebon Dragonsmith,rare,Minion,neutral,0.04663,0.04571,0.00091,0.00001
Rogue,Gluttonous Ooze,epic,Minion,neutral,0.04592,0.045,0.00092,0
Rogue,Scorp-o-matic,rare,Minion,neutral,0.04556,0.04451,0.00104,0.00001
Rogue,Onyxia,legendary,Minion,neutral,0.04447,0.04362,0.00084,0.00001
Rogue,Cairne Bloodhoof,legendary,Minion,neutral,0.0444,0.04369,0.00069,0.00002
Rogue,Arcane Tyrant,epic,Minion,neutral,0.04404,0.04298,0.00105,0.00001
Rogue,Holomancer,epic,Minion,neutral,0.04321,0.0423,0.0009,0.00001
Rogue,Headcrack,rare,Spell,rogue,0.04298,0.04206,0.0009,0.00002
Rogue,Defender of Argus,rare,Minion,neutral,0.04275,0.04196,0.00079,0
Rogue,Crazed Alchemist,rare,Minion,neutral,0.04095,0.0401,0.00084,0.00001
Rogue,Wisp,common,Minion,neutral,0.04086,0.04001,0.00084,0.00001
Rogue,Dalaran Mage,basic,Minion,neutral,0.04047,0.03957,0.00089,0.00001
Rogue,Grimscale Oracle,basic,Minion,neutral,0.04032,0.03968,0.00063,0.00001
Rogue,Crystallizer,epic,Minion,neutral,0.04,0.03916,0.00083,0.00001
Rogue,Shieldbearer,common,Minion,neutral,0.03954,0.03874,0.0008,0
Rogue,Magma Rager,basic,Minion,neutral,0.03953,0.03885,0.00067,0.00001
Rogue,Young Dragonhawk,common,Minion,neutral,0.03923,0.03868,0.00054,0.00001
Rogue,Tol'vir Stoneshaper,rare,Minion,neutral,0.03918,0.03849,0.00068,0.00001
Rogue,Nightblade,basic,Minion,neutral,0.03913,0.03844,0.00069,0
Rogue,War Golem,basic,Minion,neutral,0.03909,0.03835,0.00073,0.00001
Rogue,Murloc Raider,basic,Minion,neutral,0.03902,0.03828,0.00071,0.00003
Rogue,Frostwolf Grunt,basic,Minion,neutral,0.03902,0.03817,0.00084,0.00001
Rogue,Happy Ghoul,rare,Minion,neutral,0.03876,0.03797,0.00078,0.00001
Rogue,Raid Leader,basic,Minion,neutral,0.0387,0.03793,0.00075,0.00002
Rogue,Priestess of Elune,common,Minion,neutral,0.03864,0.03787,0.00077,0
